timestamp,movement,state
0,0.0,active
1,41.47975260416667,active
2,22.286145833333332,active
3,16.893658854166667,active
4,12.790950520833333,active
5,8.415533854166666,active
6,8.83328125,active
7,9.237981770833333,active
8,8.159453125,active
9,7.987018229166667,active
10,9.398203125,active
11,6.246770833333334,active
12,10.470546875,active
13,6.362760416666666,active
14,9.027408854166667,active
15,18.946692708333334,active
16,13.565377604166667,active
17,9.704635416666667,active
18,8.775325520833333,active
19,14.837486979166666,active
20,9.63609375,active
21,12.614479166666667,active
22,11.311302083333333,active
23,13.24953125,active
24,6.434453125,active
25,10.377630208333333,active
26,10.262838541666667,active
27,11.87203125,active
28,14.544869791666667,active
29,7.279921875,active
30,14.127825520833333,active
31,13.484518229166667,active
32,10.081471354166666,active
33,8.62328125,active
34,16.388450520833334,active
35,14.399153645833334,active
36,9.233997395833333,active
37,7.5591015625,active
38,11.030130208333333,active
39,6.225104166666667,active
40,11.941979166666666,active
41,10.673958333333333,active
42,9.007291666666667,active
43,8.265104166666667,active
44,11.226861979166667,active
45,6.0626822916666665,active
46,11.96578125,active
47,9.914283854166667,active
48,5.772864583333333,active
49,12.5970703125,active
50,12.186341145833333,active
51,17.19734375,active
52,8.896666666666667,active
53,6.32359375,active
54,10.938346354166667,active
55,7.834375,active
56,9.563216145833334,active
57,16.674270833333335,active
58,15.748450520833334,active
59,8.983450520833333,active
60,15.326744791666666,active
61,18.6694140625,active
62,18.207994791666668,active
63,18.843971354166666,active
64,10.354114583333333,active
65,13.2353125,active
66,14.1648046875,active
67,14.854309895833333,active
68,10.454401041666667,active
69,11.906783854166667,active
70,14.260403645833334,active
71,18.087018229166667,active
72,13.86546875,active
73,18.4704296875,active
74,21.716809895833332,active
75,15.975286458333333,active
76,15.567760416666667,active
77,19.601666666666667,active
78,18.041692708333333,active
79,15.976653645833334,active
80,11.535247395833334,active
81,12.7135546875,active
82,13.836549479166667,active
83,10.87109375,active
84,9.523645833333333,active
85,10.798880208333333,active
86,13.698463541666667,active
87,10.12828125,active
88,7.803138020833333,active
89,15.541119791666667,active
90,9.753932291666667,active
91,18.133645833333333,active
92,15.958072916666667,active
93,12.546158854166666,active
94,10.0749609375,active
95,8.796731770833333,active
96,6.380729166666667,active
97,12.093567708333333,active
98,10.682526041666666,active
99,15.955403645833334,active
100,14.784505208333334,active
101,24.568138020833334,active
102,11.44703125,active
103,16.9681640625,active
104,7.224270833333334,active
105,16.7388671875,active
106,15.110052083333333,active
107,12.108854166666667,active
108,6.823671875,active
109,13.914401041666666,active
110,18.149674479166666,active
111,12.108229166666666,active
112,20.320911458333335,active
113,15.9096484375,active
114,6.721067708333333,active
115,15.576002604166666,active
116,9.381497395833334,active
117,8.97,active
118,13.9882421875,active
119,15.051432291666666,active
120,14.044830729166666,active
121,14.537395833333333,active
122,15.979088541666666,active
123,20.6456640625,active
124,6.7371875,active
125,11.721354166666666,active
126,9.158567708333333,active
127,8.4353125,active
128,16.110911458333334,active
129,19.468151041666665,active
130,11.958424479166666,active
131,23.10467447916667,active
132,12.946380208333334,active
133,13.407135416666666,active
134,12.161822916666667,active
135,11.212877604166666,active
136,18.224244791666667,active
137,16.617486979166667,active
138,12.845,active
139,15.567330729166667,active
140,15.2740625,active
141,6.072682291666666,active
142,8.612643229166666,active
143,16.97848958333333,active
144,9.754817708333333,active
145,20.407747395833333,active
146,16.647760416666667,active
147,11.5701171875,active
148,15.8129296875,active
149,10.602513020833333,active
150,12.2761328125,active
151,12.4040625,active
152,16.50875,active
153,8.2941796875,active
154,16.954361979166666,active
155,19.877486979166665,active
156,30.049153645833332,active
157,17.1255078125,active
158,15.849049479166666,active
159,20.068645833333335,active
160,22.995052083333334,active
161,22.1439453125,active
162,23.11309895833333,active
163,12.61046875,active
164,9.189309895833333,active
165,7.918346354166666,active
166,15.835442708333334,active
167,15.050703125,active
168,13.354921875,active
169,18.708580729166666,active
170,13.259244791666667,active
171,17.0847265625,active
