timestamp,movement,heart_rate,state,hr_change,hr_rolling_mean,movement_rolling_mean
433,8.4353125,124.73333333333333,active,0.13333333333333997,124.13333333333335,13.029907552083333
434,16.110911458333334,124.86666666666666,active,0.13333333333332575,124.26666666666668,13.242174479166668
435,19.468151041666665,125.0,active,0.13333333333333997,124.4,13.683846354166667
436,11.958424479166666,125.06666666666666,active,0.06666666666666288,124.52666666666667,13.475205729166666
437,23.10467447916667,125.13333333333334,active,0.06666666666667709,124.64666666666668,14.33193359375
438,12.946380208333334,125.2,active,0.06666666666666288,124.76000000000002,14.028662760416665
439,13.407135416666666,125.26666666666667,active,0.06666666666666288,124.86666666666667,13.304809895833333
440,12.161822916666669,125.33333333333333,active,0.06666666666666288,124.96666666666667,13.847273437500002
441,11.212877604166666,125.4,active,0.06666666666667709,125.06000000000002,13.796425781249999
442,18.224244791666667,125.46666666666667,active,0.06666666666666288,125.14666666666668,14.702993489583335
443,16.617486979166667,125.53333333333333,active,0.06666666666666288,125.22666666666666,15.521210937500001
444,12.845,125.6,active,0.06666666666666288,125.3,15.194619791666668
445,15.567330729166668,125.66666666666667,active,0.06666666666667709,125.36666666666667,14.804537760416668
446,15.2740625,125.73333333333333,active,0.06666666666666288,125.43333333333335,15.136101562500002
447,6.072682291666666,125.8,active,0.06666666666666288,125.5,13.432902343750001
448,8.612643229166666,125.86666666666666,active,0.06666666666666288,125.56666666666665,12.999528645833333
449,16.97848958333333,125.93333333333334,active,0.06666666666667709,125.63333333333333,13.356664062499998
450,9.754817708333333,126.0,active,0.06666666666666288,125.7,13.115963541666668
451,20.407747395833333,125.86666666666666,active,-0.13333333333333997,125.74666666666664,14.035450520833333
452,16.647760416666667,125.73333333333333,active,-0.13333333333332575,125.77333333333334,13.877802083333332
453,11.5701171875,125.6,active,-0.13333333333333997,125.78,13.373065104166667
454,15.8129296875,125.46666666666667,active,-0.13333333333332575,125.76666666666668,13.669858072916668
455,10.602513020833332,125.33333333333333,active,-0.13333333333333997,125.73333333333332,13.173376302083332
456,12.2761328125,125.2,active,-0.13333333333332575,125.67999999999999,12.873583333333334
457,12.4040625,125.06666666666666,active,-0.13333333333333997,125.60666666666665,13.506721354166666
458,16.50875,124.93333333333334,active,-0.13333333333332575,125.51333333333335,14.29633203125
459,8.2941796875,124.8,active,-0.13333333333333997,125.4,13.427901041666667
460,16.954361979166666,124.66666666666667,active,-0.13333333333332575,125.26666666666668,14.14785546875
461,19.877486979166665,124.53333333333333,active,-0.13333333333333997,125.13333333333335,14.094829427083335
462,30.04915364583333,124.4,active,-0.13333333333332575,125.0,15.43496875
463,17.1255078125,124.26666666666667,active,-0.13333333333333997,124.86666666666665,15.990507812499999
464,15.849049479166666,124.13333333333334,active,-0.13333333333332575,124.73333333333332,15.994119791666668
465,20.06864583333333,124.0,active,-0.13333333333333997,124.6,16.940733072916665
466,22.99505208333333,123.86666666666666,active,-0.13333333333333997,124.46666666666665,18.012625
467,22.1439453125,123.73333333333333,active,-0.13333333333332575,124.33333333333333,18.986613281249998
468,23.11309895833333,123.6,active,-0.13333333333333997,124.2,19.64704817708333
469,12.61046875,123.46666666666667,active,-0.13333333333332575,124.06666666666668,20.078677083333332
470,9.189309895833333,123.33333333333333,active,-0.13333333333333997,123.93333333333332,19.302171875
471,7.918346354166666,123.2,active,-0.13333333333332575,123.8,18.106257812499997
472,15.835442708333334,123.06666666666666,active,-0.13333333333333997,123.66666666666667,16.68488671875
473,15.050703125,122.93333333333334,active,-0.13333333333332575,123.53333333333335,16.477406249999998
474,13.354921875,122.8,active,-0.13333333333333997,123.4,16.227993489583334
475,18.708580729166663,122.66666666666667,active,-0.13333333333332575,123.26666666666668,16.091986979166666
476,13.259244791666667,122.53333333333333,active,-0.13333333333333997,123.13333333333335,15.118406249999998
477,17.0847265625,122.4,active,-0.13333333333332575,123.0,14.612484375
478,11.885794270833332,122.26666666666667,active,-0.13333333333333997,122.86666666666665,13.489753906249998
479,18.070078125,122.13333333333334,active,-0.13333333333332575,122.73333333333332,14.035714843749997
480,18.584505208333333,122.0,active,-0.13333333333333997,122.6,14.975234375
481,17.462799479166666,122.2,active,0.20000000000000284,122.5,15.929679687499998
482,7.9970703125,122.4,active,0.20000000000000284,122.43333333333332,15.145842447916664
483,18.086315104166665,122.6,active,0.19999999999998863,122.4,15.449403645833334
484,16.557161458333333,122.8,active,0.20000000000000284,122.4,15.769627604166667
485,16.943684895833332,123.0,active,0.20000000000000284,122.43333333333332,15.593138020833333
486,8.268606770833333,123.2,active,0.20000000000000284,122.5,15.094074218749999
487,18.244713541666663,123.4,active,0.20000000000000284,122.6,15.210072916666666
488,15.148229166666669,123.6,active,0.19999999999998863,122.73333333333335,15.536316406249998
489,18.88296875,123.8,active,0.20000000000000284,122.9,15.61760546875
490,20.63688802083333,124.0,active,0.20000000000000284,123.1,15.822843749999999
491,14.018854166666667,124.2,active,0.20000000000000284,123.3,15.47844921875
492,20.3098046875,124.4,active,0.20000000000000284,123.5,16.70972265625
493,17.34881510416667,124.6,active,0.19999999999998863,123.7,16.635972656249997
494,18.81688802083333,124.8,active,0.20000000000000284,123.9,16.861945312499998
495,22.80677083333333,125.0,active,0.20000000000000284,124.1,17.448253906249995
496,19.2548828125,125.2,active,0.20000000000000284,124.3,18.546881510416664
497,12.554583333333332,125.4,active,0.20000000000000284,124.5,17.977868489583333
498,18.31625,125.6,active,0.19999999999998863,124.7,18.294670572916665
499,15.4825,125.8,active,0.20000000000000284,124.9,17.954623697916666
500,23.26609375,126.0,active,0.20000000000000284,125.1,18.217544270833333
501,20.696640625,126.2,active,0.20000000000000284,125.3,18.885322916666667
502,10.257161458333334,126.4,active,0.20000000000000284,125.5,17.88005859375
503,26.5565625,126.6,active,0.19999999999998863,125.7,18.800833333333333
504,20.725299479166665,126.8,active,0.20000000000000284,125.9,18.99167447916667
505,17.19265625,127.0,active,0.20000000000000284,126.1,18.430263020833333
506,14.373059895833334,127.2,active,0.20000000000000284,126.3,17.94208072916667
507,14.620169270833332,127.4,active,0.20000000000000284,126.5,18.148639322916665
508,14.460299479166666,127.6,active,0.19999999999998863,126.7,17.763044270833333
509,17.3150390625,127.8,active,0.20000000000000284,126.9,17.94629817708333
510,9.454635416666669,128.0,active,0.20000000000000284,127.1,16.56515234375
511,18.78430989583333,127.6,active,-0.4000000000000057,127.23999999999998,16.373919270833333
512,18.2819140625,127.2,active,-0.3999999999999915,127.32000000000001,17.17639453125
513,19.505546875,126.8,active,-0.4000000000000057,127.33999999999999,16.47129296875
514,16.6719140625,126.4,active,-0.3999999999999915,127.3,16.065954427083334
515,28.44984375,126.0,active,-0.4000000000000057,127.2,17.191673177083334
516,11.4893359375,125.6,active,-0.4000000000000057,127.03999999999999,16.90330078125
517,19.6281640625,125.2,active,-0.3999999999999915,126.82000000000001,17.404100260416666
518,22.456106770833333,124.8,active,-0.4000000000000057,126.53999999999999,18.203680989583333
519,16.7846875,124.4,active,-0.3999999999999915,126.2,18.150645833333332
520,10.932955729166666,124.0,active,-0.4000000000000057,125.8,18.298477864583333
521,19.492877604166665,123.6,active,-0.4000000000000057,125.4,18.369334635416667
522,8.9139453125,123.2,active,-0.3999999999999915,125.0,17.43253776041667
